    n, insertion_cmp, insertion_swaps, insertion_time
 4939,          7097,            2161,           4504
 4940,          7098,            2161,           4503
 4941,          7099,            2161,           4504
 4942,          7100,            2161,           4503
 4943,          7101,            2161,           4503
 4944,          7102,            2161,           4503
 4945,          7103,            2161,           5004
 4946,          7104,            2161,           5004
 4947,          7105,            2161,           4503
 4948,          7106,            2161,           4503
 4949,          7108,            2162,           4503
 4950,          7111,            2164,           4503
 4951,          7112,            2164,           4503
 4952,          7113,            2164,           5003
 4953,          7114,            2164,           4503
 4954,          7115,            2164,           5005
 4955,          7117,            2165,           5004
 4956,          7119,            2166,           5004
 4957,          7121,            2167,           5004
 4958,          7124,            2169,           5004
 4959,          7125,            2169,           5003
 4960,          7126,            2169,           5004
 4961,          7127,            2169,           5003
 4962,          7128,            2169,           5005
 4963,          7130,            2170,           4503
 4964,          7131,            2170,           4504
 4965,          7132,            2170,           4503
 4966,          7133,            2170,           5003
 4967,          7135,            2171,           5004
 4968,          7138,            2173,           5004
 4969,          7139,            2173,           4503
 4970,          7140,            2173,           4503
 4971,          7141,            2173,           5004
 4972,          7142,            2173,           4503
 4973,          7143,            2173,           5004
 4974,          7144,            2173,           4504
 4975,          7145,            2173,           4504
 4976,          7146,            2173,           4503
 4977,          7147,            2173,           4503
 4978,          7148,            2173,           5004
 4979,          7150,            2174,           5004
 4980,          7151,            2174,           4503
 4981,          7152,            2174,           4503
 4982,          7153,            2174,           4503
 4983,          7156,            2176,           5004
 4984,          7157,            2176,           5004
 4985,          7158,            2176,           5004
 4986,          7159,            2176,           4503
 4987,          7160,            2176,           5004
 4988,          7161,            2176,           5004
 4989,          7162,            2176,           5004
 4990,          7164,            2177,           5004
 4991,          7166,            2178,           5003
 4992,          7167,            2178,           4503
 4993,          7168,            2178,           5004
 4994,          7169,            2178,           5004
 4995,          7172,            2180,           5003
 4996,          7173,            2180,           5004
 4997,          7174,            2180,           5005
 4998,          7176,            2181,           5004
 4999,          7177,            2181,           4503
 5000,          7178,            2181,           4503
 5001,          7179,            2181,           5004
 5002,          7180,            2181,           5005
 5003,          7182,            2182,           5004
 5004,          7183,            2182,           5004
 5005,          7184,            2182,           4503
 5006,          7185,            2182,           4503
 5007,          7187,            2183,           5004
 5008,          7188,            2183,           5004
 5009,          7189,            2183,           5003
 5010,          7190,            2183,           5004
 5011,          7191,            2183,           5003
 5012,          7192,            2183,           5003
 5013,          7193,            2183,           4503
 5014,          7194,            2183,           4503
 5015,          7195,            2183,           4503
 5016,          7197,            2184,           4504
 5017,          7198,            2184,           5005
 5018,          7199,            2184,           5004
 5019,          7200,            2184,           4503
 5020,          7201,            2184,           5004
 5021,          7202,            2184,           5004
 5022,          7203,            2184,           4503
 5023,          7205,            2185,           5004
 5024,          7206,            2185,           5004
 5025,          7207,            2185,           4502
 5026,          7208,            2185,           5004
 5027,          7209,            2185,           5004
 5028,          7210,            2185,           5004
 5029,          7212,            2186,           5003
 5030,          7213,            2186,           4504
 5031,          7214,            2186,           5004
 5032,          7215,            2186,           5003
 5033,          7216,            2186,           5004
 5034,          7218,            2187,           4503
 5035,          7219,            2187,           5003
 5036,          7220,            2187,           5003
 5037,          7221,            2187,           5004
 5038,          7223,            2188,           4503
 5039,          7224,            2188,           5004
 5040,          7226,            2189,           5004
 5041,          7228,            2190,           4504
 5042,          7229,            2190,           5004
 5043,          7230,            2190,           4504
 5044,          7231,            2190,           5003
 5045,          7233,            2191,           5004
 5046,          7234,            2191,           4504
 5047,          7235,            2191,           5004
 5048,          7236,            2191,           5004
 5049,          7237,            2191,           4503
 5050,          7238,            2191,           5004
 5051,          7239,            2191,           5004
 5052,          7240,            2191,           5004
 5053,          7241,            2191,           5003
 5054,          7242,            2191,           4504
 5055,          7243,            2191,           5004
 5056,          7246,            2193,           5003
 5057,          7248,            2194,           5004
 5058,          7249,            2194,           4503
 5059,          7250,            2194,           5004
 5060,          7251,            2194,           5004
 5061,          7253,            2195,           4503
 5062,          7254,            2195,           5004
 5063,          7255,            2195,           5005
 5064,          7256,            2195,           4504
 5065,          7257,            2195,           5004
 5066,          7258,            2195,           5004
 5067,          7259,            2195,           4503
 5068,          7260,            2195,           5004
 5069,          7261,            2195,           4503
 5070,          7263,            2196,           5003
 5071,          7264,            2196,           5004
 5072,          7269,            2200,           4503
 5073,          7270,            2200,           5004
 5074,          7271,            2200,           5004
 5075,          7272,            2200,           4503
 5076,          7273,            2200,           5004
 5077,          7274,            2200,           4503
 5078,          7277,            2202,           5004
 5079,          7281,            2205,           5004
 5080,          7282,            2205,           4503
 5081,          7283,            2205,           5004
 5082,          7284,            2205,           5005
 5083,          7285,            2205,           4504
 5084,          7286,            2205,           5004
 5085,          7288,            2206,           5004
 5086,          7289,            2206,           4503
 5087,          7290,            2206,           5004
 5088,          7291,            2206,           4504
 5089,          7293,            2207,           5004
 5090,          7296,            2209,           5004
 5091,          7297,            2209,           4504
 5092,          7298,            2209,           5004
 5093,          7299,            2209,           5004
 5094,          7300,            2209,           5004
 5095,          7301,            2209,           5004
 5096,          7302,            2209,           5004
 5097,          7303,            2209,           5003
 5098,          7304,            2209,           4503
 5099,          7305,            2209,           5004
 5100,          7307,            2210,           5003
 5101,          7309,            2211,           5004
 5102,          7312,            2213,           5003
 5103,          7313,            2213,           4503
 5104,          7314,            2213,           5003
 5105,          7315,            2213,           4504
 5106,          7316,            2213,           5004
 5107,          7318,            2214,           4503
 5108,          7319,            2214,           5004
 5109,          7320,            2214,           5004
 5110,          7321,            2214,           5004
 5111,          7322,            2214,           5004
 5112,          7323,            2214,           5004
 5113,          7324,            2214,           5003
 5114,          7325,            2214,           5004
 5115,          7326,            2214,           4504
 5116,          7327,            2214,           5003
 5117,          7329,            2215,           5004
 5118,          7330,            2215,           5005
 5119,          7331,            2215,           5004
 5120,          7332,            2215,           5004
 5121,          7335,            2217,           5004
 5122,          7336,            2217,           5004
 5123,          7337,            2217,           5004
 5124,          7338,            2217,           4503
 5125,          7339,            2217,           5004
 5126,          7340,            2217,           4503
 5127,          7341,            2217,           5003
 5128,          7342,            2217,           5004
 5129,          7343,            2217,           4503
 5130,          7344,            2217,           5003
 5131,          7346,            2218,           4504
 5132,          7347,            2218,           6005
 5133,          7350,            2220,           5003
 5134,          7353,            2222,           4503
 5135,          7354,            2222,           5004
 5136,          7355,            2222,           5004
 5137,          7356,            2222,           5003
 5138,          7357,            2222,           4503
 5139,          7358,            2222,           5005
 5140,          7359,            2222,           4504
 5141,          7360,            2222,           5005
 5142,          7361,            2222,           5004
 5143,          7362,            2222,           5003
 5144,          7363,            2222,           4503
 5145,          7364,            2222,           5004
 5146,          7366,            2223,           5005
 5147,          7367,            2223,           5005
 5148,          7368,            2223,           5004
 5149,          7369,            2223,           5005
 5150,          7370,            2223,           5003
 5151,          7371,            2223,           4504
 5152,          7372,            2223,           4503
 5153,          7373,            2223,           5004
 5154,          7375,            2224,           5003
 5155,          7376,            2224,           5004
 5156,          7377,            2224,           5004
 5157,          7378,            2224,           5003
 5158,          7379,            2224,           5003
 5159,          7380,            2224,           4503
 5160,          7381,            2224,           5004
 5161,          7382,            2224,           4503
 5162,          7383,            2224,           5004
 5163,          7384,            2224,           5004
 5164,          7387,            2226,           5004
 5165,          7388,            2226,           5004
 5166,          7389,            2226,           5003
 5167,          7390,            2226,           5003
 5168,          7391,            2226,           5005
 5169,          7392,            2226,           4504
 5170,          7394,            2227,           5003
 5171,          7397,            2229,           5004
 5172,          7398,            2229,           5004
 5173,          7402,            2232,           5004
 5174,          7403,            2232,           5003
 5175,          7404,            2232,           4503
 5176,          7405,            2232,           5005
 5177,          7408,            2234,           5003
 5178,          7409,            2234,           4504
 5179,          7410,            2234,           5003
 5180,          7412,            2235,           5003
 5181,          7414,            2236,           5004
 5182,          7417,            2238,           4504
 5183,          7422,            2242,           5003
 5184,          7423,            2242,           4504
 5185,          7424,            2242,           5004
 5186,          7425,            2242,           5003
 5187,          7426,            2242,           5004
 5188,          7427,            2242,           5004
 5189,          7429,            2243,           5004
 5190,          7430,            2243,           5003
 5191,          7432,            2244,           5004
 5192,          7433,            2244,           5004
 5193,          7434,            2244,           5004
 5194,          7436,            2245,           5004
 5195,          7437,            2245,           4504
 5196,          7440,            2247,           5003
 5197,          7441,            2247,           5004
 5198,          7442,            2247,           5003
 5199,          7443,            2247,           5004
 5200,          7446,            2249,           5004
 5201,          7447,            2249,           5004
 5202,          7448,            2249,           5004
 5203,          7449,            2249,           4503
 5204,          7450,            2249,           5004
 5205,          7451,            2249,           4504
 5206,          7452,            2249,           5004
 5207,          7454,            2250,           5004
 5208,          7456,            2251,           4504
 5209,          7457,            2251,           5003
 5210,          7458,            2251,           4503
 5211,          7459,            2251,           5005
 5212,          7460,            2251,           5003
 5213,          7461,            2251,           5004
 5214,          7463,            2252,           5004
 5215,          7464,            2252,           5004
 5216,          7465,            2252,           5004
 5217,          7467,            2253,           5004
 5218,          7468,            2253,           5005
 5219,          7469,            2253,           5004
 5220,          7470,            2253,           5003
 5221,          7471,            2253,           5004
 5222,          7472,            2253,           5003
 5223,          7473,            2253,           5004
 5224,          7474,            2253,           5004
 5225,          7475,            2253,           5004
 5226,          7476,            2253,           5004
 5227,          7477,            2253,           5004
 5228,          7478,            2253,           5004
 5229,          7479,            2253,           5004
 5230,          7481,            2254,           5004
 5231,          7482,            2254,           5004
 5232,          7483,            2254,           5003
 5233,          7484,            2254,           5004
 5234,          7485,            2254,           5004
 5235,          7486,            2254,           5004
 5236,          7487,            2254,           5004
 5237,          7490,            2256,           5004
 5238,          7491,            2256,           5505
 5239,          7492,            2256,           6004
 5240,          7494,            2257,           5004
 5241,          7497,            2259,           5003
 5242,          7498,            2259,           5004
 5243,          7499,            2259,           5003
 5244,          7500,            2259,           5004
 5245,          7501,            2259,           5003
 5246,          7502,            2259,           5004
 5247,          7503,            2259,           5003
 5248,          7504,            2259,           5003
 5249,          7505,            2259,           5004
 5250,          7506,            2259,           5003
 5251,          7507,            2259,           5004
 5252,          7508,            2259,           5004
 5253,          7511,            2261,           5004
 5254,          7515,            2264,           5003
 5255,          7516,            2264,           5004
 5256,          7517,            2264,           5004
 5257,          7519,            2265,           5003
 5258,          7520,            2265,           5004
 5259,          7523,            2267,           5004
 5260,          7524,            2267,           5005
 5261,          7525,            2267,           5003
 5262,          7526,            2267,           4503
 5263,          7527,            2267,           5004
 5264,          7528,            2267,           5003
 5265,          7531,            2269,           5004
 5266,          7532,            2269,           5004
 5267,          7533,            2269,           5004
 5268,          7534,            2269,           4503
 5269,          7535,            2269,           5004
 5270,          7536,            2269,           5004
 5271,          7540,            2272,           5003
 5272,          7541,            2272,           5004
 5273,          7542,            2272,           5004
 5274,          7543,            2272,           5004
 5275,          7544,            2272,           5004
 5276,          7547,            2274,           5004
 5277,          7549,            2275,           5003
 5278,          7550,            2275,           5004
 5279,          7551,            2275,           5504
 5280,          7552,            2275,           5003
 5281,          7553,            2275,           5004
 5282,          7554,            2275,           5003
 5283,          7555,            2275,           5004
 5284,          7556,            2275,           5003
 5285,          7557,            2275,           5003
 5286,          7558,            2275,           5004
 5287,          7559,            2275,           5004
 5288,          7560,            2275,           5005
 5289,          7561,            2275,           5004
 5290,          7562,            2275,           5004
 5291,          7563,            2275,           5003
 5292,          7564,            2275,           5004
 5293,          7565,            2275,           5004
 5294,          7566,            2275,           5004
 5295,          7568,            2276,           5003
 5296,          7570,            2277,           5004
 5297,          7572,            2278,           5004
 5298,          7573,            2278,           5004
 5299,          7574,            2278,           5004
 5300,          7576,            2279,           5005
 5301,          7577,            2279,           5005
 5302,          7578,            2279,           5003
 5303,          7579,            2279,           5004
 5304,          7580,            2279,           5004
 5305,          7582,            2280,           5005
 5306,          7584,            2281,           5003
 5307,          7585,            2281,           5004
 5308,          7586,            2281,           5004
 5309,          7587,            2281,           5504
 5310,          7589,            2282,           5004
 5311,          7590,            2282,           5004
 5312,          7591,            2282,           5004
 5313,          7593,            2283,           5004
 5314,          7594,            2283,           5004
 5315,          7595,            2283,           5004
 5316,          7596,            2283,           5004
 5317,          7597,            2283,           5003
 5318,          7599,            2284,           5003
 5319,          7601,            2285,           5003
 5320,          7605,            2288,           5004
 5321,          7606,            2288,           5505
 5322,          7607,            2288,           5003
 5323,          7608,            2288,           5504
 5324,          7610,            2289,           5503
 5325,          7612,            2290,           5004
 5326,          7616,            2293,           5004
 5327,          7617,            2293,           5004
 5328,          7618,            2293,           5004
 5329,          7619,            2293,           5004
 5330,          7620,            2293,           5004
 5331,          7621,            2293,           5004
 5332,          7624,            2295,           5004
 5333,          7625,            2295,           5005
 5334,          7627,            2296,           5003
 5335,          7628,            2296,           5004
 5336,          7629,            2296,           5004
 5337,          7631,            2297,           5004
 5338,          7632,            2297,           5004
 5339,          7636,            2300,           5004
 5340,          7639,            2302,           5005
 5341,          7640,            2302,           5003
 5342,          7641,            2302,           5003
 5343,          7642,            2302,           5004
 5344,          7643,            2302,           5004
 5345,          7644,            2302,           5004
 5346,          7645,            2302,           5004
 5347,          7646,            2302,           5004
 5348,          7647,            2302,           5004
 5349,          7650,            2304,           5003
 5350,          7654,            2307,           5005
 5351,          7655,            2307,           5004
 5352,          7656,            2307,           5004
 5353,          7657,            2307,           5004
 5354,          7659,            2308,           5005
 5355,          7660,            2308,           5003
 5356,          7662,            2309,           5003
 5357,          7663,            2309,           5004
 5358,          7664,            2309,           5003
 5359,          7666,            2310,           5004
 5360,          7669,            2312,           5505
 5361,          7671,            2313,           5504
 5362,          7673,            2314,           5004
 5363,          7674,            2314,           5003
 5364,          7675,            2314,           5005
 5365,          7676,            2314,           5504
 5366,          7677,            2314,           5003
 5367,          7678,            2314,           5504
 5368,          7679,            2314,           5005
 5369,          7680,            2314,           5504
 5370,          7681,            2314,           5004
 5371,          7684,            2316,           5005
 5372,          7687,            2318,           5005
 5373,          7689,            2319,           5003
 5374,          7690,            2319,           5004
 5375,          7691,            2319,           5003
 5376,          7692,            2319,           5505
 5377,          7693,            2319,           5504
 5378,          7694,            2319,           5004
 5379,          7696,            2320,           5004
 5380,          7699,            2322,           5003
 5381,          7702,            2324,           5004
 5382,          7703,            2324,           5505
 5383,          7704,            2324,           5504
 5384,          7705,            2324,           5004
 5385,          7707,            2325,           5004
 5386,          7708,            2325,           5004
 5387,          7709,            2325,           5505
 5388,          7710,            2325,           5003
 5389,          7711,            2325,           5004
 5390,          7712,            2325,           5003
 5391,          7713,            2325,           5003
 5392,          7714,            2325,           5004
 5393,          7716,            2326,           5505
 5394,          7720,            2329,           5504
 5395,          7722,            2330,           5003
 5396,          7723,            2330,           5003
 5397,          7724,            2330,           5004
 5398,          7726,            2331,           5003
 5399,          7729,            2333,           5504
 5400,          7732,            2335,           5004
 5401,          7733,            2335,           5004
 5402,          7734,            2335,           5004
 5403,          7735,            2335,           5504
 5404,          7736,            2335,           5003
 5405,          7737,            2335,           5004
 5406,          7738,            2335,           5504
 5407,          7739,            2335,           5003
 5408,          7741,            2336,           5504
 5409,          7742,            2336,           5004
 5410,          7743,            2336,           5003
 5411,          7745,            2337,           5504
 5412,          7746,            2337,           5004
 5413,          7747,            2337,           5004
 5414,          7748,            2337,           5004
 5415,          7750,            2338,           5503
 5416,          7751,            2338,           5004
 5417,          7754,            2340,           5505
 5418,          7755,            2340,           5505
 5419,          7756,            2340,           5504
 5420,          7757,            2340,           5003
 5421,          7758,            2340,           5004
 5422,          7759,            2340,           5504
 5423,          7760,            2340,           5504
 5424,          7761,            2340,           5004
 5425,          7762,            2340,           5003
 5426,          7763,            2340,           5505
 5427,          7765,            2341,           5504
 5428,          7766,            2341,           5504
 5429,          7767,            2341,           5004
 5430,          7768,            2341,           5003
 5431,          7769,            2341,           5505
 5432,          7771,            2342,           5003
 5433,          7772,            2342,           5504
 5434,          7773,            2342,           5504
 5435,          7775,            2343,           5004
 5436,          7776,            2343,           5004
 5437,          7777,            2343,           5004
 5438,          7778,            2343,           5004
 5439,          7779,            2343,           5504
 5440,          7780,            2343,           5004
 5441,          7782,            2344,           5004
 5442,          7785,            2346,           5004
 5443,          7789,            2349,           5503
 5444,          7790,            2349,           5004
 5445,          7791,            2349,           5505
 5446,          7792,            2349,           5004
 5447,          7793,            2349,           5004
 5448,          7794,            2349,           5504
 5449,          7795,            2349,           5003
 5450,          7796,            2349,           5004
 5451,          7797,            2349,           5503
 5452,          7799,            2350,           5003
 5453,          7800,            2350,           5005
 5454,          7801,            2350,           5003
 5455,          7802,            2350,           5504
 5456,          7805,            2352,           5003
 5457,          7807,            2353,           5004
 5458,          7808,            2353,           5505
 5459,          7809,            2353,           5004
 5460,          7810,            2353,           5003
 5461,          7811,            2353,           5504
 5462,          7812,            2353,           5004
 5463,          7813,            2353,           5004
 5464,          7814,            2353,           5505
 5465,          7816,            2354,           5003
 5466,          7818,            2355,           5003
 5467,          7819,            2355,           5003
 5468,          7820,            2355,           5505
 5469,          7822,            2356,           5004
 5470,          7823,            2356,           5504
 5471,          7824,            2356,           5003
 5472,          7825,            2356,           5004
 5473,          7827,            2357,           5004
 5474,          7829,            2358,           5505
 5475,          7830,            2358,           5004
 5476,          7831,            2358,           5004
 5477,          7833,            2359,           5504
 5478,          7836,            2361,           5004
 5479,          7837,            2361,           5504
 5480,          7838,            2361,           5505
 5481,          7839,            2361,           5003
 5482,          7841,            2362,           5504
 5483,          7842,            2362,           5003
 5484,          7843,            2362,           5504
 5485,          7844,            2362,           5003
 5486,          7846,            2363,           5505
 5487,          7849,            2365,           5004
 5488,          7854,            2369,           5004
 5489,          7855,            2369,           5504
 5490,          7856,            2369,           5003
 5491,          7858,            2370,           5504
 5492,          7860,            2371,           5004
 5493,          7861,            2371,           5004
 5494,          7862,            2371,           5004
 5495,          7864,            2372,           5003
 5496,          7866,            2373,           5504
 5497,          7867,            2373,           5004
 5498,          7868,            2373,           5504
 5499,          7869,            2373,           5505
 5500,          7870,            2373,           5004
 5501,          7872,            2374,           5505
 5502,          7874,            2375,           5504
 5503,          7875,            2375,           5004
 5504,          7876,            2375,           5503
 5505,          7877,            2375,           5003
 5506,          7879,            2376,           5505
 5507,          7880,            2376,           5505
 5508,          7881,            2376,           5004
 5509,          7882,            2376,           5504
 5510,          7884,            2377,           5004
 5511,          7885,            2377,           5505
 5512,          7886,            2377,           5503
 5513,          7888,            2378,           5004
 5514,          7889,            2378,           5004
 5515,          7890,            2378,           5004
 5516,          7891,            2378,           5503
 5517,          7892,            2378,           5504
 5518,          7893,            2378,           5005
 5519,          7894,            2378,           5504
 5520,          7895,            2378,           5504
 5521,          7897,            2379,           5003
 5522,          7898,            2379,           5504
 5523,          7899,            2379,           5003
 5524,          7900,            2379,           5504
 5525,          7903,            2381,           5504
 5526,          7906,            2383,           5004
 5527,          7907,            2383,           5504
 5528,          7908,            2383,           5004
 5529,          7909,            2383,           5003
 5530,          7910,            2383,           5504
 5531,          7912,            2384,           5004
 5532,          7915,            2386,           5504
 5533,          7916,            2386,           5504
 5534,          7919,            2388,           5504
 5535,          7920,            2388,           5504
 5536,          7921,            2388,           5004
 5537,          7923,            2389,           5503
 5538,          7926,            2391,           5004
 5539,          7927,            2391,           5505
 5540,          7928,            2391,           5504
 5541,          7929,            2391,           5004
 5542,          7930,            2391,           5504
 5543,          7933,            2393,           5004
 5544,          7935,            2394,           5505
 5545,          7936,            2394,           5003
 5546,          7937,            2394,           5504
 5547,          7939,            2395,           5505
 5548,          7942,            2397,           5003
 5549,          7943,            2397,           5504
 5550,          7944,            2397,           5004
 5551,          7945,            2397,           5505
 5552,          7946,            2397,           5505
 5553,          7947,            2397,           5503
 5554,          7948,            2397,           5005
 5555,          7949,            2397,           5505
 5556,          7951,            2398,           5504
 5557,          7954,            2400,           5004
 5558,          7956,            2401,           5505
 5559,          7957,            2401,           5504
 5560,          7958,            2401,           5504
 5561,          7959,            2401,           5004
 5562,          7961,            2402,           5003
 5563,          7962,            2402,           5504
 5564,          7963,            2402,           5004
 5565,          7965,            2403,           5504
 5566,          7966,            2403,           5504
 5567,          7967,            2403,           5004
 5568,          7968,            2403,           5504
 5569,          7969,            2403,           5003
 5570,          7970,            2403,           5004
 5571,          7973,            2405,           5504
 5572,          7974,            2405,           5503
 5573,          7975,            2405,           5504
 5574,          7976,            2405,           5505
 5575,          7977,            2405,           5004
 5576,          7979,            2406,           5504
 5577,          7982,            2408,           5504
 5578,          7986,            2411,           5504
 5579,          7987,            2411,           5505
 5580,          7988,            2411,           5504
 5581,          7989,            2411,           5504
 5582,          7990,            2411,           5004
 5583,          7992,            2412,           5504
 5584,          7995,            2414,           5504
 5585,          7998,            2416,           5004
 5586,          8003,            2420,           5505
 5587,          8004,            2420,           5505
 5588,          8005,            2420,           5504
 5589,          8007,            2421,           5504
 5590,          8010,            2423,           5003
 5591,          8012,            2424,           5504
 5592,          8013,            2424,           5505
 5593,          8014,            2424,           5004
 5594,          8015,            2424,           5003
 5595,          8016,            2424,           5505
 5596,          8017,            2424,           5505
 5597,          8018,            2424,           5504
 5598,          8020,            2425,           5504
 5599,          8022,            2426,           5004
 5600,          8023,            2426,           5505
 5601,          8025,            2427,           5504
 5602,          8026,            2427,           5504
 5603,          8027,            2427,           5004
 5604,          8028,            2427,           5504
 5605,          8029,            2427,           5504
 5606,          8030,            2427,           5004
 5607,          8031,            2427,           5505
 5608,          8032,            2427,           5504
 5609,          8035,            2429,           5004
 5610,          8039,            2432,           5504
 5611,          8040,            2432,           5505
 5612,          8041,            2432,           5505
 5613,          8043,            2433,           5005
 5614,          8044,            2433,           5504
 5615,          8046,            2434,           5004
 5616,          8048,            2435,           5004
 5617,          8049,            2435,           5505
 5618,          8050,            2435,           5504
 5619,          8051,            2435,           5004
 5620,          8052,            2435,           5505
 5621,          8055,            2437,           5504
 5622,          8056,            2437,           5504
 5623,          8057,            2437,           5004
 5624,          8058,            2437,           5005
 5625,          8059,            2437,           5504
 5626,          8061,            2438,           5504
 5627,          8064,            2440,           5504
 5628,          8065,            2440,           5505
 5629,          8066,            2440,           5504
 5630,          8067,            2440,           5504
 5631,          8069,            2441,           5505
 5632,          8070,            2441,           5505
 5633,          8071,            2441,           5504
 5634,          8072,            2441,           5504
 5635,          8073,            2441,           5504
 5636,          8074,            2441,           5504
 5637,          8075,            2441,           5505
 5638,          8076,            2441,           5504
 5639,          8078,            2442,           5004
 5640,          8080,            2443,           5504
 5641,          8081,            2443,           5505
 5642,          8082,            2443,           5504
 5643,          8083,            2443,           5504
 5644,          8084,            2443,           5504
 5645,          8085,            2443,           5004
 5646,          8086,            2443,           5004
 5647,          8087,            2443,           5504
 5648,          8088,            2443,           5504
 5649,          8089,            2443,           5505
 5650,          8091,            2444,           5503
 5651,          8093,            2445,           5505
 5652,          8094,            2445,           5004
 5653,          8095,            2445,           5505
 5654,          8096,            2445,           5504
 5655,          8099,            2447,           5004
 5656,          8100,            2447,           5004
 5657,          8101,            2447,           5004
 5658,          8102,            2447,           5504
 5659,          8103,            2447,           5504
 5660,          8104,            2447,           5004
 5661,          8105,            2447,           5505
 5662,          8106,            2447,           5504
 5663,          8107,            2447,           5503
 5664,          8108,            2447,           5504
 5665,          8110,            2448,           5005
 5666,          8113,            2450,           5503
 5667,          8117,            2453,           5505
 5668,          8118,            2453,           5504
 5669,          8119,            2453,           5505
 5670,          8120,            2453,           5505
 5671,          8122,            2454,           5504
 5672,          8125,            2456,           5504
 5673,          8130,            2460,           5505
 5674,          8131,            2460,           5505
 5675,          8132,            2460,           5505
 5676,          8133,            2460,           5504
 5677,          8134,            2460,           5504
 5678,          8136,            2461,           5505
 5679,          8138,            2462,           5504
 5680,          8142,            2465,           5503
 5681,          8143,            2465,           5003
 5682,          8144,            2465,           5004
 5683,          8145,            2465,           5504
 5684,          8146,            2465,           5505
 5685,          8147,            2465,           5504
 5686,          8148,            2465,           5504
 5687,          8149,            2465,           5505
 5688,          8150,            2465,           5504
 5689,          8151,            2465,           5505
 5690,          8152,            2465,           5504
 5691,          8153,            2465,           5504
 5692,          8155,            2466,           5004
 5693,          8156,            2466,           5504
 5694,          8157,            2466,           5504
 5695,          8158,            2466,           5504
 5696,          8159,            2466,           5505
 5697,          8160,            2466,           5504
 5698,          8161,            2466,           5504
 5699,          8166,            2470,           5505
 5700,          8167,            2470,           5505
 5701,          8168,            2470,           5004
 5702,          8169,            2470,           5504
 5703,          8170,            2470,           5504
 5704,          8172,            2471,           5505
 5705,          8175,            2473,           5504
 5706,          8179,            2476,           5504
 5707,          8180,            2476,           5504
 5708,          8181,            2476,           5504
 5709,          8183,            2477,           5504
 5710,          8184,            2477,           5504
 5711,          8188,            2480,           5504
 5712,          8189,            2480,           5504
 5713,          8190,            2480,           5505
 5714,          8191,            2480,           5504
 5715,          8192,            2480,           5504
 5716,          8193,            2480,           5504
 5717,          8194,            2480,           5505
 5718,          8198,            2483,           5504
 5719,          8203,            2487,           5503
 5720,          8204,            2487,           5504
 5721,          8205,            2487,           5504
 5722,          8207,            2488,           5504
 5723,          8208,            2488,           5504
 5724,          8212,            2491,           5504
 5725,          8213,            2491,           5004
 5726,          8214,            2491,           5505
 5727,          8215,            2491,           5504
 5728,          8216,            2491,           5504
 5729,          8218,            2492,           5504
 5730,          8219,            2492,           5505
 5731,          8220,            2492,           5504
 5732,          8221,            2492,           5004
 5733,          8222,            2492,           5504
 5734,          8224,            2493,           5505
 5735,          8226,            2494,           5504
 5736,          8229,            2496,           5504
 5737,          8230,            2496,           5504
 5738,          8231,            2496,           5505
 5739,          8232,            2496,           5504
 5740,          8233,            2496,           5504
 5741,          8234,            2496,           5504
 5742,          8235,            2496,           5504
 5743,          8236,            2496,           5004
 5744,          8238,            2497,           5505
 5745,          8240,            2498,           5504
 5746,          8241,            2498,           5504
 5747,          8242,            2498,           5504
 5748,          8243,            2498,           5504
 5749,          8246,            2500,           5505
 5750,          8249,            2502,           5503
 5751,          8250,            2502,           5504
 5752,          8251,            2502,           5504
 5753,          8252,            2502,           5505
 5754,          8253,            2502,           5504
 5755,          8254,            2502,           5004
 5756,          8255,            2502,           5505
 5757,          8256,            2502,           5505
